7;"Допускается ли привлекать к проведению экспертизы промышленной безопасности лиц, не состоящих в штате экспертной организации?";"Допускается, только если эксперт подтвердил свои знания по предмету экспертизы в экспертной организации;Не допускается;trueДопускается"
8;"В каком нормативном правовом акте содержится перечень критериев, по которым производственный объект относится к категории опасных?";"trueВ Федеральном законе «О промышленной безопасности опасных производственных объектов»;В постановлении Правительства Российской Федерации «О регистрации объектов в государственном реестре»;В Указе Президента Российской Федерации «Об утверждении перечня опасных производственных объектов»;В Положении о Федеральной службе по экологическому, технологическому и атомному надзору"
8;"Что из перечисленного не относится к приоритетным направлениям государственной политики в области промышленной безопасности в соответствии с Основами государственной политики в области промышленной безопасности?";"trueРазработка и внедрение аварийно-спасательных инструментов различных принципов действия, адаптированных к условиям эксплуатации в местностях с неблагоприятными климатическими условиями;Усиление защиты промышленных объектов от угроз техногенного и природного характера, а также от террористических угроз;Разработка и внедрение единых критериев оценки рисков аварий на промышленных объектах и категорирование таких объектов;Сокращение количества бесхозяйных промышленных объектов"
8;"Какими документами могут устанавливаться обязательные требования в сфере технического регулирования? ";"trueТехническими регламентами;Национальными стандартами и сводами правил;Техническими регламентами, национальными стандартами и сводами правил"
8;"Какой минимальный срок действия лицензии установлен Федеральным законом от 04.05.2011 № 99-ФЗ «О лицензировании отдельных видов деятельности»?";"1 год;3 года;5 лет;trueЛицензия действует бессрочно"
8;"Кто имеет право принимать решение о создании государственной комиссии по техническому расследованию причин аварии и назначать председателя указанной комиссии?";"Только Президент Российской Федерации;Только Правительство Российской Федерации;trueПрезидент Российской Федерации или Правительство Российской Федерации;Президент Российской Федерации, Правительство Российской Федерации или руководитель федерального органа исполнительной власти в области промышленной безопасности"
8;"В отношении каких опасных объектов заключается договор обязательного страхования?";"В отношении всего предприятия;trueВ отношении каждого опасного объекта, если иное не предусмотрено договором в отношении опасных объектов;В отношении только декларируемых опасных объектов;В отношении групп опасных объектов, объединенных по территориальному принципу или по специфике технологических операций"
8;"В какой срок осуществляется внесение в государственный реестр изменений сведений, связанных с исключением опасного производственного объекта в связи со сменой эксплуатирующей организации?";"В срок, не превышающий 5 (пяти) рабочих дней со дня наступления указанных изменений;В срок, не превышающий 10 (десяти) рабочих дней с даты регистрации заявления о внесении изменений;trueВ срок, не превышающий 20 (двадцати) рабочих дней с даты регистрации заявления о внесении изменений;В срок, не превышающий 30 (тридцати) рабочих дней со дня наступления указанных изменений"
8;"Когда Положение о системе управления промышленной безопасностью считается принятым?";"trueПосле утверждения руководителем организации, эксплуатирующей опасные производственные объекты;После утверждения руководителем организации, эксплуатирующей опасные производственные объекты, или руководителями обособленных подразделений и согласования с органами Ростехнадзора;После проведения экспертизы промышленной безопасности"
8;"Какая административная ответственность предусмотрена законодательством Российской Федерации за нарушение должностными лицами требований промышленной безопасности или лицензионных требований на осуществление видов деятельности в области промышленной безопасности?";"Вынесение письменного предупреждения, о чем делается соответствующая отметка в личном деле привлеченного к ответственности лица, или штраф в размере до одного минимального размера оплаты труда;Административный арест на срок до 15 суток или административный штраф в размере до тридцати тысяч рублей;Исправительные работы или административный штраф в размере до пятидесяти тысяч рублей;trueНаложение административного штрафа в размере от двадцати до тридцати тысяч рублей или дисквалификация на срок от шести месяцев до одного года"
8;"Что является результатом проведения экспертизы промышленной безопасности?";"trueЗаключение экспертизы промышленной безопасности;Сертификат соответствия объекта экспертизы;Экспертная оценка объекта экспертизы, оформленная протоколом"
9;"На какие классы опасности в зависимости от уровня потенциальной опасности аварий на них для жизненно важных интересов личности и общества подразделяются опасные производственные объекты?";"trueI класс опасности - опасные производственные объекты чрезвычайно высокой опасности; II класс опасности - опасные производственные объекты высокой опасности; III класс опасности - опасные производственные объекты средней опасности; IV класс опасности - опасные производственные объекты низкой опасности;I класс опасности - опасные производственные объекты низкой опасности; II класс опасности - опасные производственные объекты средней опасности; III класс опасности - опасные производственные объекты высокой опасности; IV класс опасности - опасные производственные объекты чрезвычайно высокой опасности;I класс опасности - опасные производственные объекты высокой опасности; II класс опасности - опасные производственные объекты средней опасности; III класс опасности - опасные производственные объекты низкой опасности; IV класс опасности - неопасные производственные объекты (вероятность аварии равна нулю)"
9;"Что из перечисленного не относится к основным задачам государственной политики в области промышленной безопасности в соответствии с Основами государственной политики в области промышленной безопасности?";"Развитие методов анализа и оценки рисков возникновения аварий на промышленных объектах;Повышение роли института обязательного страхования гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на таком объекте;trueРеализация Сендайской рамочной программы по снижению риска бедствий на 2015 - 2030 годы, принятой на Третьей Всемирной конференции ООН по снижению риска бедствий;Совершенствование механизмов установления охранных зон промышленных объектов и обеспечения соблюдения особых условий использования таких зон;Разработка комплекса мер по перебазированию из густонаселенных районов Российской Федерации или ликвидации промышленных объектов, функционирование которых создает угрозу жизнедеятельности человека, социально-экономическому развитию субъектов Российской Федерации"
9;"По каким вопросам не принимаются технические регламенты?";"Безопасности продукции (технических устройств, применяемых на опасном производственном объекте);Безопасной эксплуатации зданий, строений, сооружений и безопасного использования прилегающих к ним территорий;trueОсуществления деятельности в области промышленной безопасности;Пожарной безопасности"
9;"Какие из перечисленных документов не вправе требовать лицензирующий орган у соискателей лицензий на эксплуатацию взрывопожароопасных и химически опасных производственных объектов I, II и III классов опасности?";"Данные документа о постановке соискателя лицензии на учет в налоговом органе;trueКопии документов, свидетельствующие об отсутствии у юридического лица налоговой задолженности за предыдущий год;Копии документов, перечень которых определяется положением о лицензировании конкретного вида деятельности и которые свидетельствуют о соответствии соискателя лицензии лицензионным требованиям;Реквизиты документа, подтверждающего факт уплаты государственной пошлины за предоставление лицензии, либо иные сведения, подтверждающие факт уплаты указанной государственной пошлины"
9;"В каком документе устанавливается порядок проведения технического расследования причин аварий на опасных производственных объектах?";"В Федеральном законе от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;В постановлении Правительства Российской Федерации;В Трудовом кодексе Российской Федерации;trueВ нормативном документе, утвержденном федеральным органом исполнительной власти в области промышленной безопасности"
9;"На какой срок заключается договор обязательного страхования гражданской ответственности за причинение вреда в результате аварии или инцидента на опасном производственном объекте?";"На срок не более одного года;На срок не более шести месяцев;trueНа срок не менее чем один год;На срок не менее чем девять месяцев"
9;"В какой срок осуществляется внесение в государственный реестр изменений сведений, связанных с изменением адреса места нахождения опасного производственного объекта?";"trueВ срок, не превышающий 10 (десяти) рабочих дней с даты регистрации заявления о внесении изменений;В срок, не превышающий 20 (двадцати) рабочих дней с даты регистрации заявления о внесении изменений;В срок, не превышающий 30 (тридцати) рабочих дней со дня наступления указанных изменений;В срок, не превышающий 5 (пяти) рабочих дней со дня наступления указанных изменений"
9;"Разработка какого плана в рамках организации документационного обеспечения систем управления промышленной безопасностью не предусмотрена в нормативном правовом акте?";"Плана мероприятий по снижению риска аварий на опасных производственных объектах на срок более 1 года;Плана работ в области промышленной безопасности на календарный год;trueПлана работ по модернизации опасных производственных объектов"
9;"Что является грубым нарушением требований промышленной безопасности в соответствии с Кодексом Российской Федерации об административных правонарушениях?";"trueНарушение требований промышленной безопасности, приведшее к возникновению непосредственной угрозы жизни или здоровью людей;Нарушение требований промышленной безопасности, которое может привести к длительному простою оборудования;Нарушение требований промышленной безопасности, которое может привести к остановке технологического процесса предприятия и, как следствие, вынужденным отпускам работников;Нарушение требований промышленной безопасности, результатом которого может быть инцидент на опасном производственном объекте без возникновения угрозы жизни или здоровью работников"
9;"Каким документом установлен перечень сведений, содержащихся в декларации промышленной безопасности, и порядок ее оформления?";"Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;Правилами, утвержденными постановлением Правительства Российской Федерации;trueДокументом, утвержденным федеральным органом исполнительной власти в области промышленной безопасности;Положением, утвержденным совместным приказом Ростехнадзора и МЧС России"
10;"Что понимается под обоснованием безопасности опасного производственного объекта?";"Это документ, содержащий сведения об условиях безопасной эксплуатации опасного производственного объекта, требования к эксплуатации, капитальному ремонту, консервации и ликвидации опасного производственного объекта;Это документ, содержащий сведения о результатах оценки риска аварии на опасном производственном объекте и связанной с ней угрозы, требования к безопасной эксплуатации опасного производственного объекта, требования к обслуживающему персоналу;trueЭто документ, содержащий сведения о результатах оценки риска аварии на опасном производственном объекте и связанной с ней угрозы, условия безопасной эксплуатации опасного производственного объекта, требования к эксплуатации, капитальному ремонту, консервации и ликвидации опасного производственного объекта"
10;"Какие опасные производственные объекты не относятся к особо опасным и технически сложным объектам?";"Все опасные производственные объекты относятся к особо опасным и технически сложным объектам;Опасные производственные объекты I и II классов опасности, на которых получаются, используются, перерабатываются, образуются, хранятся, транспортируются, уничтожаются опасные вещества;Опасные производственные объекты, на которых получаются, транспортируются, используются расплавы черных и цветных металлов, сплавы на основе этих расплавов с применением оборудования, рассчитанного на максимальное количество расплава 500 килограммов и более;trueОпасные производственные объекты, на которых используются стационарно установленные канатные дороги и фуникулеры;Опасные производственные объекты, на которых ведутся горные работы (за исключением добычи общераспространенных полезных ископаемых и разработки россыпных месторождений полезных ископаемых, осуществляемых открытым способом без применения взрывных работ), работы по обогащению полезных ископаемых"
10;"Что является объектом технического регулирования? ";"trueТребования к продукции, в том числе зданиям и сооружениям, или к продукции и связанным с требованиями к продукции процессам проектирования (включая изыскания), производства, строительства, монтажа, наладки, эксплуатации, хранения, перевозки, реализации и утилизации;Только продукция;Опасные производственные объекты;Продукция и услуги, связанные только с исполнением обязательных требований к процессам проектирования, производства, монтажа, наладки, хранения, перевозки, реализации и утилизации"
10;"В какой срок лицензирующий орган обязан принять решение о предоставлении или об отказе в предоставлении лицензии?";"Не позднее 30 рабочих дней со дня получения заявления соискателя лицензии со всеми необходимыми документами;Не позднее 60 календарных дней со дня получения заявления соискателя лицензии со всеми необходимыми документами;trueНе позднее 45 рабочих дней со дня приема заявления о предоставлении лицензии и прилагаемых к нему документов;Определяется договором между лицензиатом и лицензирующим органом"
10;"При каком условии представители организации, эксплуатирующей опасный производственный объект, принимают участие в техническом расследовании причин аварии?";"Нет, они в расследовании не принимают участия;В качестве членов комиссии по расследованию, но их число не должно превышать 25 % от общего числа членов комиссии;trueВ качестве членов комиссии по расследованию, но их число не должно превышать 50 % от общего числа членов комиссии"
10;"Кем осуществляется контроль за исполнением владельцем опасного производственного объекта обязанности по обязательному страхованию гражданской ответственности за причинение вреда в результате аварии на опасном объекте?";"trueРостехнадзором, осуществляющим в пределах своей компетенции функции по контролю и надзору в области безопасности соответствующих производственных объектов;Фондом социального страхования Российской Федерации;Национальным союзом страховщиков ответственности;Страховой компанией"
10;"Что из перечисленного относится к обязанностям организации в области промышленной безопасности в соответствии с Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»?";"Специальная оценка условий труда;trueОбеспечение укомплектованности штата работников опасного производственного объекта;Обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний физических лиц, выполняющих работу на основании гражданско-правового договора"
10;"Какова периодичность документального оформления результатов анализа функционирования системы управления промышленной безопасностью эксплуатирующими организациями?";"trueОдин раз в течение календарного года;Два раза в течение календарного года;Один раз в течение квартала;На усмотрение эксплуатирующей организации"
10;"В каком виде допускается представлять сведения об организации производственного контроля за соблюдением требований промышленной безопасности в Ростехнадзор?";"trueВ виде электронного документа, подписанного квалифицированной электронной подписью, или на бумажном носителе;В виде электронного документа в формате .pdf;Обязательно на бумажном носителе"
10;"Для каких опасных производственных объектов обязательна разработка декларации промышленной безопасности?";"Для опасных производственных объектов I, II и III классов опасности, на которых получаются, используются, перерабатываются, образуются, хранятся, транспортируются, уничтожаются опасные вещества в количествах, указанных в приложении 2 к Федеральному закону от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;Для всех опасных производственных объектов независимо от класса опасности объекта;trueДля опасных производственных объектов I и II классов опасности, на которых получаются, используются, перерабатываются, образуются, хранятся, транспортируются, уничтожаются опасные вещества в количествах, указанных в приложении 2 к Федеральному закону от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов» (за исключением использования взрывчатых веществ при проведении взрывных работ);Для объектов, указанных в приложении 1 к Федеральному закону от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»"
11;"В каком из перечисленных случаев требования промышленной безопасности к эксплуатации, капитальному ремонту, консервации и ликвидации опасного производственного объекта (ОПО) могут быть установлены в обосновании безопасности опасного производственного объекта?";"trueВ случае если при проектировании, строительстве, эксплуатации, реконструкции, капитальном ремонте, консервации или ликвидации опасного производственного объекта требуется отступление от требований промышленной безопасности, установленных федеральными нормами и правилами в области промышленной безопасности, таких требований недостаточно и (или) они не установлены;При подготовке проектной документации на любой опасный производственный объект независимо от класса опасности;В случае если разработчиком проектной документации является иностранная организация;При разработке плана по локализации и ликвидации последствий аварий на опасных производственных объектах"
11;"Какие виды экспертизы проектной документации проводятся в соответствии с Градостроительным кодексом Российской Федерации?";"Только государственная экспертиза;Государственная экспертиза - для особо опасных, технически сложных и уникальных объектов, для всех остальных - негосударственная экспертиза;trueКак государственная, так и негосударственная экспертиза по выбору застройщика или технического заказчика, за исключением случаев, когда проводится только государственная экспертиза"
11;"Какими документами могут приниматься технические регламенты в соответствии с Федеральным законом от 27.12.2002 № 184-ФЗ «О техническом регулировании»?";"Только федеральными законами и межправительственными соглашениями стран - участниц Евразийского союза;Только федеральными законами и постановлениями Правительства Российской Федерации;Любыми нормативными правовыми актами Российской Федерации;trueМеждународными договорами Российской Федерации, подлежащими ратификации в порядке, установленном законодательством Российской Федерации, или в соответствии с международными договорами Российской Федерации, ратифицированными в порядке, установленном законодательством Российской Федерации, или указами Президента Российской Федерации, или постановлениями Правительства Российской Федерации, или нормативным правовым актом федерального органа исполнительной власти по техническому регулированию"
11;"Кем осуществляется контроль за соблюдением лицензиатом лицензионных требований?";"Лицензирующим органом совместно с органом прокуратуры;Органом исполнительной власти субъекта Российской Федерации, на территории которого эксплуатируется объект;trueЛицензирующим органом;Органом местного самоуправления"
11;"Куда организация обязана направить результаты технического расследования причин аварии?";"Только в федеральный орган исполнительной власти в области промышленной безопасности;trueВ центральный аппарат или территориальный орган Ростехнадзора, проводивший расследование, в соответствующие органы (организации), представители которых принимали участие в работе комиссии по техническому расследованию причин аварии, в соответствующий орган прокуратуры и в другие органы (организации), определенные председателем комиссии;В центральный аппарат или территориальные органы Ростехнадзора, проводившие расследование, страховую организацию, территориальные органы МЧС России;В федеральный орган исполнительной власти в области промышленной безопасности, вышестоящий орган, орган местного самоуправления, государственную инспекцию труда субъекта Российской Федерации, территориальное объединение профсоюза, а также в территориальные органы МЧС России"
11;"При каком условии событие признается страховым случаем?";"Если в результате аварии на опасном объекте после окончания действия договора страхования причинен вред нескольким потерпевшим;trueЕсли причинен вред потерпевшим, явившийся результатом последствий воздействия аварии, произошедшей в период действия договора обязательного страхования, которое влечет за собой обязанность страховщика произвести страховую выплату потерпевшим;Если вред, причиненный в период действия договора страхования, является результатом последствий или продолжающегося воздействия аварии, произошедшей до заключения договора обязательного страхования"
11;"Что из указанного относится к обязанностям организации в области промышленной безопасности в соответствии с Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»?";"Разработка локальных нормативных документов по охране труда;trueНаличие на опасном производственном объекте нормативных правовых актов, устанавливающих требования промышленной безопасности, а также правил ведения работ на опасном производственном объекте;Обеспечение работников опасного производственного объекта средствами индивидуальной защиты;Декларирование соответствия условий труда государственным нормативным требованиям охраны труда"
11;"Какая организация осуществляет авторский надзор в процессе капитального ремонта или технического перевооружения опасного производственного объекта?";"Организация, эксплуатирующая опасный производственный объект;Территориальный орган Ростехнадзора;Орган местного самоуправления, на территории которого расположен объект;trueОрганизация, разработавшая соответствующую документацию в порядке, установленном сводом правил «Положение об авторском надзоре за строительством зданий и сооружений»"
11;"Допускается ли подача сведений об организации производственного контроля на бумажном носителе с приложением электронных таблиц в формате .xls или .xlsx на машиночитаемом носителе?";"trueДа, с приложением электронных таблиц в случае наличия технической возможности;Да, с обязательным приложением электронных таблиц;Нет, не допускается"
11;"В какой срок после внесения в реестр последней декларации промышленной безопасности для действующих опасных производственных объектов декларация должна быть разработана вновь?";"trueПо истечении десяти лет;По истечении пяти лет;Повторно декларация не разрабатывается;В десятидневный срок при смене владельца опасного производственного объекта"
12;"Какой экспертизе в соответствии с Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов» подлежит обоснование безопасности опасного производственного объекта?";"Государственной экспертизе;trueЭкспертизе промышленной безопасности;Экологической экспертизе"
12;"Кто устанавливает порядок организации и проведения государственной экспертизы проектной документации и результатов инженерных изысканий?";"Минстрой России;trueПравительство Российской Федерации;Минстрой России совместно с Ростехнадзором;Главгосэкспертиза"
12;"Какие формы обязательного подтверждения соответствия установлены Федеральным законом от 27.12.2002 № 184-ФЗ «О техническом регулировании»?";"Экспертиза промышленной безопасности;Только обязательная сертификация продукции;trueОбязательная сертификация или декларирование соответствия продукции;Оценка риска применения продукции"
12;"В каком случае лицензирующие органы могут приостанавливать действие лицензии?";"В случае ликвидации юридического лица или прекращения его деятельности в результате реорганизации;В случае неуплаты лицензиатом в течение трех месяцев лицензионного сбора;В случае смены собственника организации;trueВ случае привлечения лицензиата к административной ответственности за неисполнение в установленный срок предписания об устранении грубого нарушения лицензионных требований"
12;"В какой срок должен быть составлен акт технического расследования причин аварии?";"В течение 30 рабочих дней;trueВ течение 30 календарных дней;В течение 20 дней;Предельный срок не устанавливается"
12;"Кто осуществляет регистрацию объектов в государственном реестре опасных производственных объектов и ведение этого реестра?";"Только Федеральная служба по экологическому, технологическому и атомному надзору;Регистрационная палата при Правительстве Российской Федерации;trueФедеральная служба по экологическому, технологическому и атомному надзору, а также федеральные органы исполнительной власти, которым в установленном порядке предоставлено право проводить регистрацию подведомственных объектов, и Государственная корпорация по атомной энергии «Росатом»;Министерство промышленности и торговли Российской Федерации, а также федеральные органы исполнительной власти, которым в установленном порядке предоставлено право проводить регистрацию подведомственных объектов"
12;"Что из перечисленного не обязана выполнять организация в области промышленной безопасности в соответствии с Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»?";"Обеспечивать наличие и функционирование необходимых приборов и систем контроля за производственными процессами в соответствии с установленными требованиями;Предотвращать проникновение на опасный производственный объект посторонних лиц;Организовывать и осуществлять производственный контроль за соблюдением требований промышленной безопасности;trueСоздавать систему управления промышленной безопасностью и обеспечивать ее функционирование на опасных производственных объектах III класса опасности"
12;"Кто устанавливает требования к организации и осуществлению производственного контроля за соблюдением требований промышленной безопасности?";"Организация, эксплуатирующая опасный производственный объект;trueПравительство Российской Федерации;Федеральный орган исполнительной власти в области промышленной безопасности;Федеральный орган исполнительной власти в области промышленной безопасности совместно с Федеральным органом исполнительной власти в области гражданской обороны, защиты населения и территорий от чрезвычайных ситуаций природного и техногенного характера"
12;"Каким образом допускается представлять сведения об организации производственного контроля организацией, эксплуатирующей несколько опасных производственных объектов?";"trueСведения могут представляться в виде единого файла или нескольких файлов;Сведения должны представляться в виде отдельных файлов по каждому опасному производственному объекту;Сведения должны представляться на бумажном носителе в виде общего отчета организации, эксплуатирующей опасные производственные объекты"
12;"В каком случае для действующих опасных производственных объектов декларация промышленной безопасности не должна разрабатываться вновь?";"В случае истечения десяти лет со дня внесения в реестр деклараций промышленной безопасности последней декларации промышленной безопасности;trueВ случае увеличения на пять процентов количества опасных веществ, которые находятся или могут находиться на опасном производственном объекте;В случае изменения требований промышленной безопасности или изменения технологического процесса;По предписанию федерального органа исполнительной власти в области промышленной безопасности или его территориального органа в случае выявления несоответствия сведений, содержащихся в декларации промышленной безопасности, сведениям, полученным в ходе осуществления федерального государственного надзора в области промышленной безопасности"
13;"В течение какого времени организация, эксплуатирующая опасный производственный объект, при внесении изменений в обоснование безопасности опасного производственного объекта должна направить их в Ростехнадзор?";"В течение 1 месяца после внесения изменений;trueВ течение 10 рабочих дней со дня получения положительного заключения экспертизы промышленной безопасности;В течение 10 рабочих дней со дня передачи обоснования на экспертизу промышленной безопасности;В течение 1 месяца после утверждения изменений"
13;"В отношении каких из перечисленных объектов капитального строительства государственная экспертиза проектов не проводится?";"Объектов, строительство, реконструкцию и (или) капитальный ремонт которых предполагается осуществлять на территориях двух и более субъектов Российской Федерации;Особо опасных, технически сложных и уникальных объектов;trueОбъектов капитального строительства, в отношении которых не требуется получение разрешения на строительство;Объектов, строительство, реконструкцию и (или) капитальный ремонт которых предполагается осуществлять в исключительной экономической зоне Российской Федерации, на континентальном шельфе Российской Федерации, во внутренних морских водах и в территориальном море Российской Федерации"
13;"В каких документах устанавливаются формы оценки соответствия обязательным требованиям к техническим устройствам, применяемым на опасном производственном объекте?";"В федеральных нормах и правилах в области промышленной безопасности;trueВ технических регламентах;В соответствующих нормативных правовых актах, утверждаемых Правительством Российской Федерации;В Федеральном законе от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»"
13;"В каком случае лицензия может быть аннулирована решением суда?";"При обнаружении недостоверных или искаженных данных в документах, представленных в лицензирующий орган для получения лицензии;При ликвидации юридического лица или прекращении его деятельности в результате реорганизации;Из-за неуплаты лицензиатом в течение трех месяцев лицензионного сбора;trueЕсли в установленный судом срок административного наказания в виде административного приостановления деятельности и приостановления действия лицензии лицензиат не устранил грубое нарушение лицензионных требований"
13;"Как назначается специальная комиссия по техническому расследованию причин аварии?";"Приказом руководителя организации, в которой произошла авария;trueПриказом территориального органа Ростехнадзора или, в зависимости от характера и возможных последствий аварии, приказом Ростехнадзора;Совместным приказом Ростехнадзора и МЧС России;Распоряжением Правительства Российской Федерации"
13;"В каком нормативном правовом акте устанавливаются критерии классификации опасных производственных объектов?";"trueВ Федеральном законе;В постановлении Правительства Российской Федерации;В нормативном правовом акте Ростехнадзора;В нормативном правовом акте МЧС России"
13;"Что из перечисленного входит в обязанности организации в области промышленной безопасности в соответствии с Федеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»?";"Выполнение обязательств по охране труда, предусмотренных коллективными договорами и соглашениями;trueПриостановление эксплуатации опасного производственного объекта в случае аварии или инцидента на опасном производственном объекте;Участие в рассмотрении вопросов, связанных с обеспечением безопасных условий труда на рабочем месте, и в расследовании происшедшего несчастного случая на производстве или профессионального заболевания;Все перечисленное"
13;"Какая из перечисленных задач не относится к задачам производственного контроля за соблюдением требований промышленной безопасности на опасном производственном объекте?";"Анализ состояния промышленной безопасности в эксплуатирующей организации;Координация работ, направленных на предупреждение аварий на опасных производственных объектах;Контроль за своевременным проведением необходимых испытаний и технических освидетельствований технических устройств, применяемых на опасных производственных объектах, ремонтом и поверкой контрольных средств измерений;trueДекларирование соответствия условий труда государственным нормативным требованиям охраны труда"
13;"В виде каких файлов должны формироваться электронные документы при подготовке отчета о производственном контроле?";"trueВ формате XML;В формате DIF;В форматах JPEG, TIFF, BMP, PDF"
13;"Кто утверждает декларацию промышленной безопасности? ";"Руководитель территориального органа федерального органа исполнительной власти в области промышленной безопасности или его заместители;Руководитель экспертной организации, выполнившей экспертизу декларации промышленной безопасности;trueРуководитель организации, эксплуатирующей опасный производственный объект;Руководитель эксплуатирующей организации совместно с территориальным органом Ростехнадзора"
14;"Уполномочены ли иные федеральные органы исполнительной власти помимо Федеральной службы по экологическому, технологическому и атомному надзору осуществлять специальные разрешительные, контрольные или надзорные функции в области промышленной безопасности?";"trueДа, если Президентом Российской Федерации или Правительством Российской Федерации им предоставлено такое право;Нет, это противоречит Федеральному закону от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;Да, только в случае, если указанные органы функционируют в условиях чрезвычайной ситуации"
14;"Кто проводит государственную экспертизу проектной документации особо опасных и технически сложных объектов?";"Организации, имеющие лицензию Министерства строительства и жилищно-коммунального хозяйства Российской Федерации;Организации, имеющие лицензию Ростехнадзора или Федеральной службы по надзору в сфере природопользования на проведение данного вида экспертизы;Независимые эксперты;Органы государственной власти субъектов Российской Федерации;trueФедеральный орган исполнительной власти, осуществляющий функции по выработке и реализации государственной политики и нормативно-правовому регулированию в сфере строительства, архитектуры, градостроительства или подведомственное ему государственное (бюджетное или автономное) учреждение"
14;"Кто имеет право проводить сертификацию технических устройств, применяемых на опасных производственных объектах?";"trueОрган по сертификации, аккредитованный в соответствии с законодательством Российской Федерации об аккредитации в национальной системе аккредитации;Организации, аккредитованные федеральным органом исполнительной власти по стандартизации, метрологии и сертификации;Организации, аккредитованные федеральным органом исполнительной власти в области промышленной безопасности, совместно с федеральным органом исполнительной власти по стандартизации, метрологии и сертификации"
14;"В какой срок и на какой период времени в случае вынесения решения суда или должностного лица Ростехнадзора о назначении административного наказания в виде административного приостановления деятельности лицензиата лицензирующий орган приостанавливает действие лицензии?";"В течение суток со дня принятия решения на срок административного приостановления деятельности лицензиата;trueВ течение суток со дня вступления этого решения в законную силу на срок административного приостановления деятельности лицензиата;В течение суток со дня вступления этого решения в законную силу на срок не более 30 суток;В течение трех суток со дня вступления этого решения в законную силу на срок административного приостановления деятельности лицензиата"
14;"На кого возлагается финансирование расходов на техническое расследование причин аварий? ";"На территориальный орган Ростехнадзора;trueНа организацию, эксплуатирующую опасные производственные объекты;На страховую компанию, с которой заключен договор обязательного страхования гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте;На организацию, эксплуатирующую опасные производственные объекты, или страховую компанию, в которой застрахована гражданская ответственность этой организации"
14;"На сколько классов опасности подразделяются опасные производственные объекты?";"На три;trueНа четыре;На два;На пять"
14;"Каким нормативным документом устанавливается обязательность проведения подготовки и аттестации работников, эксплуатирующих опасные производственные объекты, в области промышленной безопасности?";"Приказом Ростехнадзора от 29.01.2007 № 37 «О порядке подготовки и аттестации работников организаций, поднадзорных Федеральной службе по экологическому, технологическому и атомному надзору»;trueФедеральным законом от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;Трудовым кодексом Российской Федерации"
14;"При какой численности работников эксплуатирующей организации, занятых на опасных производственных объектах, функции лица, ответственного за осуществление производственного контроля, рекомендуется возлагать на специально назначенного решением руководителя организации работника?";"Менее 150 человек;trueОт 150 до 500 человек;Свыше 500 человек"
14;"Вложения в каком формате не могут содержать электронные документы?";"trueВ бинарном формате;В форматах PDF, RTF или TXT;XML-документы"
14;"Кто осуществляет ведение реестра деклараций промышленной безопасности опасных производственных объектов?";"trueРостехнадзор;Государственная регистрационная палата;Ростехнадзор совместно с МЧС России;Минстрой России"
15;"Какого права не имеют должностные лица Ростехнадзора при осуществлении федерального государственного надзора в области промышленной безопасности?";"Посещать организации, эксплуатирующие опасные производственные объекты, при наличии служебного удостоверения и копии приказа о проведении проверки;trueВыдавать лицензии на отдельные виды деятельности, связанные с повышенной опасностью промышленных производств;Давать указания о выводе людей с рабочих мест в случае угрозы жизни и здоровью работников;Составлять протоколы об административных правонарушениях, связанных с нарушениями обязательных требований, рассматривать дела об указанных административных правонарушениях и принимать меры по предотвращению таких нарушений;Направлять в уполномоченные органы материалы, связанные с нарушениями обязательных требований, для решения вопросов о возбуждении уголовных дел по признакам преступлений"
